CID,Annotator,Sentence,Sno.,Preprocessed,TripletOutput
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.","[('AUTHOR', 'believe', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'want', 'unknown'), ('AUTHOR', 'put', 'unknown'), ('AUTHOR', 'come', 'unknown'), ('AUTHOR', 'watch', 'unknown'), ('AUTHOR', 'go', 'unknown')]"
4248,Magda,B: See that’s what I was thinking like for my in laws and stuff when we go home for &Christmas.,151,See that’s what I was thinking like for my in laws and stuff when we go home for Christmas.,"[('AUTHOR', 'thinking', 'true'), ('AUTHOR', 'go', 'unknown'), ('AUTHOR_I', 'go', 'true')]"
4248,Magda,A: mhm.,152,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4248,Magda,B: It would be so nice to just you know leave the baby with them but you can’t leave the baby.,153,It would be so nice to just you know leave the baby with them but you can’t leave the baby.,"[('AUTHOR', 'leave', 'unknown'), ('AUTHOR', 'leave', 'unknown')]"
4248,Magda,"A: yeah. I mean if you,",154,"yeah. I mean if you,","[('AUTHOR', 'say', 'true')]"
4248,Magda,A: you know y- you might have to try one or two before you find one that works but,155,you know you might have to try one or two before you find one that works but,"[('AUTHOR', 'know', 'true')]"
4248,Magda,B: yeah.,156,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4248,Magda,A: once and you know they have like things and like can set the tension or whatever they get,157,once and you know they have like things and like can set the tension or whatever they get,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'set', 'unknown'), ('AUTHOR', 'tension', 'unknown'), ('AUTHOR', 'get', 'unknown')]"
4248,Magda,A: suck suck power.,158,suck suck power.,"[('AUTHOR', 'suck', 'true')]"
4248,Magda,B: {laugh} the tension {laugh} ((they’re)) like the little knob on your sewing machine.  [[said laughing]] {laugh},159,the tension they’re like the little knob on your sewing machine.,"[('AUTHOR', 'like', 'true')]"
4248,Magda,"A: {laugh} You can set the, the power level and stuff and and it g-",160,"You can set the, the power level and stuff and and it g-","[('AUTHOR', 'set', 'true')]"
4248,Magda,B: {inhale} {laugh} {inhale} Or like extra suck for just ((starting to)) suck. [[said laughing]],161,Or like extra suck for just starting to suck.,"[('AUTHOR', 'starting', 'true'), ('AUTHOR', 'suck', 'true')]"
4248,Magda,A: You know e- it’s like you,162,You know it’s like you,"[('AUTHOR', 'know', 'true')]"
4248,Magda,A: once you get used it i- you know at first you feel like what am I doing putting this machine on me it’s disgusting,163,once you get used it you know at first you feel like what am I doing putting this machine on me it’s disgusting,"[('AUTHOR', 'used', 'true'), ('AUTHOR', 'know', 'true'), ('AUTHOR', 'feel', 'true'), ('AUTHOR', 'putting', 'true')]"
4248,Magda,B: {laugh},164,,"[('AUTHOR', 'restriction', 'true')]"
4248,Magda,A: or obscene or something.,165,or obscene or something.,"[('AUTHOR', 'obscene', 'true')]"
4248,Magda,A: But once you get used to it it was %uh you know you can like read while you’re doing it. It was like boring.,166,But once you get used to it it was you know you can like read while you’re doing it. It was like boring.,"[('AUTHOR', 'get', 'true'), ('AUTHOR', 'get', 'true')]"
4248,Magda,B: uh-huh.,167,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4248,Magda,B: okay.,168,okay.,"[('AUTHOR', 'ok', 'ok')]"
4248,Magda,B: And what does it go into like a little plastic bag **thingy**?,169,And what does it go into like a little plastic bag*thingy**?,"[('AUTHOR', 'goes', 'true')]"
4248,Magda,A: %uh well the thing I had was like --,170,well the thing I had was like-,"[('AUTHOR', 'like', 'true')]"
4248,Magda,A: -- like you screwed on this whole motor suction part --,171,-- like you screwed on this whole motor suction part-,"[('AUTHOR', 'screwed', 'true')]"
4248,Magda,B: uh-huh.,172,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4248,Magda,"A: -- on to something that was just like a, a jar bottom.",173,"-- on to something that was just like a, a jar bottom.","[('AUTHOR', 'on', 'true')]"
4248,Magda,A: You know just looked like a screw thing so that it went to this plastic container.,174,You know just looked like a screw thing so that it went to this plastic container.,"[('AUTHOR', 'looked', 'true'), ('AUTHOR', 'went', 'true')]"
4248,Magda,B: {breath},175,,"[('AUTHOR', 'restriction', 'true')]"
4248,Magda,B: okay. And you can reuse the plastic container?,176,okay. And you can reuse the plastic container?,"[('AUTHOR', 'reuse', 'unknown')]"
4248,Magda,A: And then what I would do is just %uh I would bring little bags like that you’re supposed to put formula in with me to work.,177,And then what I would do is just I would bring little bags like that you’re supposed to put formula in with me to work.,"[('AUTHOR', 'do', 'true'), ('AUTHOR', 'bring', 'true'), ('AUTHOR', 'put', 'true'), ('AUTHOR', 'work', 'true')]"
4248,Magda,B: oh okay.,178,oh okay.,"[('AUTHOR', 'ok', 'ok')]"
4248,Magda,A: And then I’d pour it from the container,179,And then I’d pour it from the container,"[('AUTHOR', 'pour', 'true')]"
4248,Magda,A: into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,180,into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,"[('AUTHOR', 'go', 'true'), ('AUTHOR', 'rinse', 'true'), ('AUTHOR', 'wash', 'true')]"
4248,Magda,B: And did you throw away the plastic bags when you were done?,181,And did you throw away the plastic bags when you were done?,"[('AUTHOR', 'threw', 'true'), ('AUTHOR', 'done', 'true')]"
4248,Magda,A: Well see then the plastic bag is designed to go inside a bottle thing.,182,Well see then the plastic bag is designed to go inside a bottle thing.,"[('AUTHOR', 'see', 'true'), ('AUTHOR', 'designed', 'true'), ('AUTHOR', 'go', 'unknown')]"
4248,Magda,B: yeah. And th- %eh so then you so you throw the plastic bag away when you’re done.,183,yeah. And so then you so you throw the plastic bag away when you’re done.,"[('AUTHOR', 'threw', 'true'), ('AUTHOR', 'done', 'true')]"
4248,Magda,A: After your baby drinks the milk yeah.,184,After your baby drinks the milk yeah.,"[('AUTHOR', 'drinks', 'true')]"
4248,Magda,B: yeah okay,185,yeah okay,"[('AUTHOR', 'said', 'true')]"
4248,Magda,B: {lipsmack} okay. I’m just trying to you know,186,okay. I’m just trying to you know,"[('AUTHOR', 'trying', 'true')]"
4248,Magda,B: we have a f- %um %uh %uh,187,we have a,"[('AUTHOR', 'have', 'true')]"
4248,Magda,A: And that way you can freeze them so you know we’d end up,188,And that way you can freeze them so you know we’d end up,"[('AUTHOR', 'end', 'unknown'), ('AUTHOR', 'freeze', 'unknown'), ('AUTHOR', 'know', 'unknown')]"
4248,Magda,B: yeah.,189,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4248,Magda,"A: there was sort of like a, a go or no go for breast pumping like once you just kind of got everything going it was like it ended up I was pumping too much you know it was like",190,"there was sort of like a, a go or no go for breast pumping like once you just kind of got everything going it was like it ended up I was pumping too much you know it was like","[('AUTHOR', 'go', 'true'), ('AUTHOR', 'go', 'true')]"
4248,Magda,B: %mm okay.,191,okay.,"[('AUTHOR', 'ok', 'ok')]"
4248,Magda,A: we ended up with a freezer full like we found a year later a freezer full of breast milk. [[said laughing]],192,we ended up with a freezer full like we found a year later a freezer full of breast milk.,"[('AUTHOR', 'end', 'true'), ('AUTHOR', 'found', 'true')]"
4248,Magda,B: {laugh} God.,193,God.,"[('AUTHOR', 'god', 'god')]"
4248,Magda,A: oh let’s just throw this all away.,194,oh let’s just throw this all away.,"[('AUTHOR', 'threw', 'unknown')]"
4248,Magda,B: {laugh},195,,"[('AUTHOR', 'restriction', 'true')]"
4248,Magda,A: It’s like all that hard work but it was either you know it was either explode or {breath} you know pretty much,196,It’s like all that hard work but it was either you know it was either explode or you know pretty much,"[('AUTHOR', 'work', 'true'), ('AUTHOR', 'explode', 'true')]"
4248,Magda,"B: But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197,"But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.","[('AUTHOR', 'thought', 'true'), ('AUTHOR', 'got', 'unknown'), ('AUTHOR', 'fed', 'unknown'), ('AUTHOR', 'know', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR_I', 'got', 'true'), ('AUTHOR_I', 'fed', 'true'), ('AUTHOR_I', 'know', 'true'), ('AUTHOR_I', 'have', 'true')]"
4248,Magda,A: I don’t know. All I can tell you is to get a big bag (( )) [[says laughing]].,198,I don’t know. All I can tell you is to get a big bag,"[('AUTHOR', 'know', 'false'), ('AUTHOR', 'tell', 'true'), ('AUTHOR', 'get', 'unknown')]"
4248,Magda,B: {laugh} okay [[says laughing]],199,okay,"[('AUTHOR', 'said', 'true')]"
4248,Magda,A: {inhale} It’s like once I started at at work I you know,200,It’s like once I started at at work I you know,"[('AUTHOR', 'started', 'true')]"
4248,Magda,"A: once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201,"once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.","[('AUTHOR', 'getting', 'true'), ('AUTHOR', 'making', 'true'), ('AUTHOR', 'sat', 'true'), ('AUTHOR', 'did', 'true'), ('AUTHOR', 'explode', 'true')]"
4248,Magda,A: And she just couldn’t quite drink that much so {lipsmack},202,And she just couldn’t quite drink that much so,"[('AUTHOR', 'drink', 'false')]"
4248,Magda,B: %mm okay.,203,okay.,"[('AUTHOR', 'ok', 'ok')]"
4248,Magda,A: You know that was why I was working in the morning the morning’s when you do the most. {breath} Everybody’s different so it probably,204,You know that was why I was working in the morning the morning’s when you do the most. Everybody’s different so it probably,"[('AUTHOR', 'working', 'true'), ('AUTHOR', 'do', 'true')]"
4248,Magda,B: yeah yeah that’s true. {inhale} Well I only have fourteen weeks left so.,205,yeah yeah that’s true. Well I only have fourteen weeks left so.,"[('AUTHOR', 'true', 'true'), ('AUTHOR', 'have', 'true')]"
4248,Magda,A: Wow you’re getting there. [[drawn out]],206,Wow you’re getting there.,"[('AUTHOR', 'getting', 'true')]"
4248,Magda,B: I know {breath} I know.,207,I know I know.,"[('AUTHOR', 'know', 'unknown'), ('AUTHOR', 'know', 'unknown')]"
4248,Magda,A: Stopping with the miscarriage anxiety starting with the delivery anxiety.  [[said laughing]],208,Stopping with the miscarriage anxiety starting with the delivery anxiety.,"[('AUTHOR', 'Stopping', 'true'), ('AUTHOR', 'starting', 'true'), ('AUTHOR', 'anxiety', 'true'), ('AUTHOR', 'anxiety', 'true')]"
4248,Magda,B: {laugh} I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209,I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'anxiety', 'true'), ('AUTHOR', 'have', 'true'), ('AUTHOR', 'telling', 'true'), ('AUTHOR', 'know', 'true')]"
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,"[('AUTHOR', 'wants', 'true'), ('AUTHOR', 'start', 'unknown'), ('AUTHOR', 'telling', 'unknown'), ('AUTHOR', 'like', 'unknown'), ('AUTHOR', 'tell', 'unknown'), ('AUTHOR', 'connection', 'true'), ('AUTHOR', 'see', 'true'), ('AUTHOR', 'think', 'true'), ('AUTHOR', 'tell', 'unknown')]"
4248,Magda,B: oh my god.,211,oh my god.,"[('AUTHOR', 'oh', 'true')]"
4248,Magda,B: you know [distorted],212,you know,"[('AUTHOR', 'know', 'true')]"
4248,Magda,B: yeah,213,yeah,[]
4248,Magda,B: Well I’ve heard the cord accident stories,214,Well I’ve heard the cord accident stories,"[('AUTHOR', 'heard', 'true'), ('AUTHOR', 'stories', 'true')]"
4248,Magda,B: which had me like totally and completely freaked out.,215,which had me like totally and completely freaked out.,"[('AUTHOR', 'freaked', 'true')]"
4248,Magda,B: a- are you still there?,216,are you still there?,"[('AUTHOR', 'are', 'there')]"
4248,Magda,A: yeah ((I’m still here)) [distortion],217,yeah I’m still here,"[('AUTHOR', 'here', 'true')]"
4248,Magda,B: oh so I had so I talked to my doctor about it and apparently it’s very rare [[said laughing]] so don’t ask me why I’ve heard so many stories about it but {sniff},218,oh so I had so I talked to my doctor about it and apparently it’s very rare so don’t ask me why I’ve heard so many stories about it but,"[('AUTHOR', 'had', 'true'), ('AUTHOR', 'talked', 'true'), ('AUTHOR', 'earned', 'true'), ('AUTHOR', 'story', 'true')]"
4248,Magda,B: oh yeah and then there was this friend I had she was eight and a half months pregnant and you know {breath} baby had a cord accident and she died. [[said laughing]],219,oh yeah and then there was this friend I had she was eight and a half months pregnant and you know baby had a cord accident and she died.,"[('AUTHOR', 'pregnant', 'true'), ('AUTHOR', 'accident', 'true'), ('AUTHOR', 'died', 'true')]"
4248,Magda,A: Like most people they just have babies it all works out.,220,Like most people they just have babies it all works out.,"[('AUTHOR', 'have', 'true'), ('AUTHOR', 'workes', 'true')]"
4248,Magda,B: yeah. I know. I know so I’m not so freaked out anymore.,221,yeah. I know. I know so I’m not so freaked out anymore.,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'freaked', 'unknown')]"
4248,Magda,A: Good.,222,Good.,[]
4248,Magda,B: {lipsmack} That was like I was talking to &Erica on the phone and %uh,223,That was like I was talking to Erica on the phone and,"[('AUTHOR', 'talking', 'true')]"
4248,Magda,B: that’s what she told me she’s like but d- to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224,that’s what she told me she’s like but to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,"[('AUTHOR', 'told', 'true'), ('AUTHOR', 'say', 'unknown'), ('AUTHOR', 'ok', 'unknown'), ('AUTHOR_she', 'say', 'true')]"
4248,Magda,A: No yeah.,225,No yeah.,"[('AUTHOR', 'no', 'true')]"
4248,Magda,"B: But having never been pregnant before, you know I’m sure &Erica has like no idea this woman must be on just you know absolute.",226,"But having never been pregnant before, you know I’m sure Erica has like no idea this woman must be on just you know absolute.","[('AUTHOR', 'been', 'false'), ('AUTHOR', 'know', 'true'), ('AUTHOR', 'has', 'false'), ('AUTHOR', 'be', 'unknown')]"
4248,Magda,B: pins and needles.  She must be having the most miserable pregnancy in the whole world.,227,pins and needles. She must be having the most miserable pregnancy in the whole world.,"[('AUTHOR', 'pins', 'true'), ('AUTHOR', 'having', 'true'), ('AUTHOR', 'pregnancy', 'true')]"
4248,Magda,"A: yeah that’s such a public thing.  Like everyone knew she was pregnant.  I mean once you’re eight and half months, man, I mean there was nothing nice about it (( ))",228,"yeah that’s such a public thing. Like everyone knew she was pregnant. I mean once you’re eight and half months, man, I mean there was nothing nice about it","[('AUTHOR', 'know', 'true'), ('AUTHOR', 'pregnant', 'true'), ('AUTHOR', 'I', 'true')]"
4248,Magda,B: I know.,229,I know.,"[('AUTHOR', 'know', 'true')]"
4248,Magda,"A: you know if you’ve made it through the eight and a half months, man, you deserve it a baby.",230,"you know if you’ve made it through the eight and a half months, man, you deserve it a baby.","[('AUTHOR', 'know', 'true'), ('AUTHOR', 'made', 'unknown'), ('AUTHOR', 'eligible', 'unknown'), ('AUTHOR_you', 'made', 'true'), ('AUTHOR_you', 'eligible', 'true')]"
4248,Magda,B: I bet [distorted],231,I bet,"[('AUTHOR', 'bet', 'true')]"
4248,Magda,B: I know and then you know and then to have to go back to work,232,I know and then you know and then to have to go back to work,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'know', 'true'), ('AUTHOR', 'have', 'unknown')]"
4248,Magda,"B: and {inhale} you know and then the second pregnancy must be just like fraught with anxiety and especially since it happened at eight and a half months, you know.",233,"and you know and then the second pregnancy must be just like fraught with anxiety and especially since it happened at eight and a half months, you know.","[('AUTHOR', 'know', 'true'), ('AUTHOR', 'faught', 'unknown'), ('AUTHOR', 'failed', 'true'), ('AUTHOR_you', 'faught', 'true'), ('AUTHOR_you', 'failed', 'true')]"
4248,Magda,A: yeah and everybody is probably saying now you better really drink milk this time.  You better eat your cottage cheese now.,234,yeah and everybody is probably saying now you better really drink milk this time. You better eat your cottage cheese now.,"[('AUTHOR', 'saying', 'true'), ('AUTHOR', 'drink', 'unknown'), ('AUTHOR', 'eat', 'unknown'), ('AUTHOR_everyone', 'drink', 'true'), ('AUTHOR_everyone', 'eat', 'true')]"
4248,Magda,B: {laugh} I Know.,235,I Know.,"[('AUTHOR', 'know', 'true')]"
4248,Magda,B: I know I know yeah.  I actually did start drinking more milk and it has helped with all my little aches and pains and stuff.,236,I know I know yeah. I actually did start drinking more milk and it has helped with all my little aches and pains and stuff.,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'start', 'true'), ('AUTHOR', 'drinking', 'true'), ('AUTHOR', 'helped', 'true')]"
4310,Magda,B: So tell me a little bit about the day she was born. When did you first see her?,1,So tell me a little bit about the day she was born. When did you first see her?,"[('AUTHOR', 'born', 'true'), ('AUTHOR', 'see', 'true')]"
4310,Magda,"A: %um what happened is we went to the hospital, she was induced.",2,"what happened is we went to the hospital, she was induced.","[('AUTHOR', 'went', 'true'), ('AUTHOR', 'induced', 'true'), ('AUTHOR', 'happens', 'true')]"
4310,Magda,B: mhm.,3,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: So we get a phone call and th-, she was supposed to",4,So we get a phone call and she was supposed to,"[('AUTHOR', 'get', 'true'), ('AUTHOR', 'call', 'true'), ('AUTHOR', 'supposed', 'true')]"
4310,Magda,B: Right finally.,5,Right finally.,"[('AUTHOR', 'right', 'true')]"
4310,Magda,"A: %um the birth mom was supposed to go in at %um, it’s my thinking that this will be distributed publicly.",6,the birth mom was supposed to go in at it’s my thinking that this will be distributed publicly.,"[('AUTHOR', 'go', 'unknown'), ('AUTHOR', 'thinking', 'true'), ('AUTHOR', 'distributed', 'unknown'), ('AUTHOR_mom', 'go', 'true'), ('AUTHOR_mom', 'distributed', 'true')]"
4310,Magda,B: Right.,7,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,A: at %um six thirty in the morning but she called and they didn’t have any beds.,8,at six thirty in the morning but she called and they didn’t have any beds.,"[('AUTHOR', 'called', 'true'), ('AUTHOR', 'have', 'false')]"
4310,Magda,B: oh no.,9,oh no.,"[('AUTHOR', 'oh', 'true')]"
4310,Magda,"A: So she called us and told us that, but then they did get a bed and she went in at eight.",10,"So she called us and told us that, but then they did get a bed and she went in at eight.","[('AUTHOR', 'called', 'true'), ('AUTHOR', 'told', 'true'), ('AUTHOR', 'get', 'true'), ('AUTHOR', 'went', 'true')]"
4310,Magda,B: mhm.,11,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there",12,"Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there","[('AUTHOR', 'went', 'true'), ('AUTHOR', 'started', 'true'), ('AUTHOR', 'hopped', 'true'), ('AUTHOR', 'drive', 'true')]"
4310,Magda,B: mhm.,13,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: %mm mhm.,14,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: for the day.,15,for the day.,"[('AUTHOR', 'for', 'true')]"
4310,Magda,B: mhm.,16,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: And %um,",17,And,"[('AUTHOR', 'said', 'true')]"
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,"[('AUTHOR', 'had', 'true'), ('AUTHOR', 'hung', 'true'), ('AUTHOR', 'had', 'true'), ('AUTHOR', 'show', 'true')]"
4310,Magda,B: %mm,19,mm,"[('AUTHOR', 'mm', 'mm')]"
4310,Magda,B: mhm.,20,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: and we waited all day and he never bloody showed up.,21,and we waited all day and he never bloody showed up.,"[('AUTHOR', 'waited', 'true'), ('AUTHOR', 'showed', 'false')]"
4310,Magda,B: oh no.,22,oh no.,"[('AUTHOR', 'oh', 'true')]"
4310,Magda,"A: And %um, he and also she was expecting him too.",23,And he and also she was expecting him too.,"[('AUTHOR', 'expecting', 'true')]"
4310,Magda,B: mhm.,24,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: You know and so that was frustrating.,25,You know and so that was frustrating.,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'frustrating', 'true')]"
4310,Magda,B: yeah.,26,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,A: But anyway we waited all day and %um,27,But anyway we waited all day and,"[('AUTHOR', 'waited', 'true')]"
4310,Magda,A: But then five twenty five &Mae was born.,28,But then five twenty five Mae was born.,"[('AUTHOR', 'born', 'true')]"
4310,Magda,B: Right.,29,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,A: And the birth mother’s mother was with her through the whole thing and she was fantastic.  She was just great.  She was so nice to us and so solid there for her daughter and just a wonderful,30,And the birth mother’s mother was with her through the whole thing and she was fantastic. She was just great. She was so nice to us and so solid there for her daughter and just a wonderful,"[('AUTHOR', 'with', 'true'), ('AUTHOR', 'was', 'true')]"
4310,Magda,B: uh-huh.,31,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: mhm.,32,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: Woman (( )),33,Woman,"[('AUTHOR', 'seen', 'true')]"
4310,Magda,A: person and %um,34,person and,"[('AUTHOR', 'person', 'true')]"
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny","[('AUTHOR', 'come', 'true'), ('AUTHOR', 'came', 'true'), ('AUTHOR', 'reports', 'true'), ('AUTHOR', 'going', 'true'), ('AUTHOR', 'funny', 'true')]"
4310,Magda,B: uh-huh.,36,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,"A: because the first time she out {laugh}, I mean here we’re out there sort of ringing our hands and",37,because the first time she out I mean here we’re out there sort of ringing our hands and,"[('AUTHOR', 'ringing', 'true')]"
4310,Magda,B: uh-huh.,38,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,"[('AUTHOR', 'sweating', 'true'), ('AUTHOR', 'wondering', 'true'), ('AUTHOR', 'going', 'unknown'), ('AUTHOR', 'came', 'true'), ('AUTHOR', 'go', 'unknown'), ('AUTHOR', 'wanted', 'true'), ('AUTHOR', 'playing', 'unknown'), ('AUTHOR_she', 'going', 'true'), ('AUTHOR_she', 'came', 'true'), ('AUTHOR_she', 'go', 'true'), ('AUTHOR_she', 'wanted', 'true'), ('AUTHOR_she', 'playing', 'true')]"
4310,Magda,B: uh-huh.,40,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: So I guess she was bored.,41,So I guess she was bored.,"[('AUTHOR', 'guess', 'true'), ('AUTHOR', 'bored', 'unknown'), ('AUTHOR_I', 'bored', 'true')]"
4310,Magda,B: uh-huh.,42,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: You know passing the time {laugh},43,You know passing the time,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'passing', 'true')]"
4310,Magda,B: {laugh},44,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,A: So I went downstairs to get playing cards with her and,45,So I went downstairs to get playing cards with her and,"[('AUTHOR', 'got', 'true')]"
4310,Magda,B: uh-huh.,46,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: and then later on she came out and she wanted some chewing gum. {laugh},47,and then later on she came out and she wanted some chewing gum.,"[('AUTHOR', 'came', 'true'), ('AUTHOR', 'wanted', 'true')]"
4310,Magda,B: uh-huh {laugh}.,48,uh-huh,"[('AUTHOR', 'uh-huh', 'uh-huh')]"
4310,Magda,"A: %um, I guess your mouth gets dry and you just want something.",49,", I guess your mouth gets dry and you just want something.","[('AUTHOR', 'guess', 'true'), ('AUTHOR', 'gets', 'unknown'), ('AUTHOR', 'want', 'unknown'), ('AUTHOR_I', 'gets', 'true'), ('AUTHOR_I', 'want', 'true')]"
4310,Magda,B: yeah. I’m sure.,50,yeah. I’m sure.,"[('AUTHOR', 'sure', 'true')]"
4310,Magda,"A: So, you know, it was, it was kind of funny these very",51,"So, you know, it was, it was kind of funny these very","[('AUTHOR', 'been', 'true')]"
4310,Magda,B: Reassuring in a way I would think.,52,Reassuring in a way I would think.,"[('AUTHOR', 'think', 'true'), ('AUTHOR', 'reassuring', 'unknown')]"
4310,Magda,"A: y-, yeah, but these very %um,",53,", yeah, but these very","[('AUTHOR', 'yeah', 'true')]"
4310,Magda,B: yeah.,54,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,A: you know they’re such sort of specific little things {laugh}.,55,you know they’re such sort of specific little things,"[('AUTHOR', 'know', 'true')]"
4310,Magda,B: yeah.,56,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,"A: And %um,",57,And,"[('AUTHOR', 'said', 'true')]"
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.","[('AUTHOR', 'holded', 'true'), ('AUTHOR', 'think', 'true'), ('AUTHOR', 'born', 'unknown'), ('AUTHOR', 'been', 'unknown'), ('AUTHOR', 'get', 'unknown'), ('AUTHOR_I', 'born', 'ptrue'), ('AUTHOR_I', 'been', 'ptrue'), ('AUTHOR_I', 'get', 'true')]"
4310,Magda,A: So,59,So,"[('AUTHOR', 'so', 'so')]"
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60,so I thought once it was induced there was like no stopping it.,"[('AUTHOR', 'thought', 'true'), ('AUTHOR', 'induced', 'unknown'), ('AUTHOR', 'stopping', 'unknown'), ('AUTHOR_I', 'induced', 'true'), ('AUTHOR_I', 'stopping', 'false')]"
4310,Magda,A: No they can hold you back,61,No they can hold you back,[]
4310,Magda,B: %hm.,62,hm.,"[('AUTHOR', 'hm', 'true')]"
4310,Magda,"A: a little bit, you know.",63,"a little bit, you know.","[('AUTHOR', 'know', 'true')]"
4310,Magda,B: %hm.,64,hm.,"[('AUTHOR', 'hm', 'true')]"
4310,Magda,"A: Once, depends how much stuff they give you.",65,"Once, depends how much stuff they give you.","[('AUTHOR', 'depends', 'true')]"
4310,Magda,B: How much stuff they give you. yeah.,66,How much stuff they give you. yeah.,"[('AUTHOR', 'give', 'true')]"
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,"[('AUTHOR', 'think', 'true'), ('AUTHOR', 'holding', 'unknown'), ('AUTHOR', 'wanted', 'unknown'), ('AUTHOR', 'there', 'unknown'), ('AUTHOR_I', 'holding', 'true'), ('AUTHOR_I', 'wanted', 'true'), ('AUTHOR_I', 'there', 'true')]"
4310,Magda,B: ((mhm)) [[faint]],68,mhm,"[('AUTHOR', 'mhm', 'true')]"
